id,date,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
AS14.19,2014-05-03,0.19011876257542557,5.291142857142857,36.02193750000001,,,,,12.2455,9.076,,1.5165,,,1.0,0.4,1.0,7.4,38.42889287642071,1.0
AS14.19,2014-05-04,0.06944999498758414,3.9138360655737703,28.005833333333335,,,,,12.700199999999999,16.0764,,1.5165,,,1.0,-0.4,0.8,6.6,37.21519643068313,1.0
AS14.19,2014-05-05,0.0,4.4157566873190435,6.098,,,,,13.36143333333333,12.576199999999998,,1.5185,,,1.0,0.25,1.0,7.0,6.10800004005432,1.0
AS14.20,2014-03-20,,11.969666666666667,6.086,43.303,,31.647,,,47.557,,,,,,-1.0,1.0,7.0,32.94399994611741,
AS14.20,2014-03-21,,30.088,20.309547916666666,46.961999999999996,,238.72549999999998,,,32.075466666666664,,,,,,0.25,0.25,7.0,30.0939998626709,
AS14.20,2014-03-22,0.0077160493827160325,14.9355,16.788958333333333,35.97425,,197.74877777777775,,14.5595,3.013,,22.035000000000004,,,,1.0,0.5,7.5,18.785612913870043,
AS14.20,2014-03-23,0.04320987654320987,4.506500000000001,43.84073333333333,48.255,,197.74877777777775,,4.85375,37.44007772727273,,22.147,,,,0.8,0.8,7.6,46.09140000343316,1.0
AS14.20,2014-03-24,0.03333333333333333,7.24425,14.522499999999999,49.328,,445.804,,14.054,45.6564,,27.061500000000006,,,,-0.2,0.4,6.8,13.839722196261091,1.0
AS14.20,2014-03-25,0.07893518518518522,9.5366,15.154124999999999,3.011,,115.79533333333332,,16.315625,47.553363636363635,,37.002500000000005,14.771499999999998,,,-0.75,-0.5,6.0,25.673000004142516,
AS14.20,2014-03-26,0.025762156714537646,5.943142857142857,11.540285714285714,30.833,,256.6132222222222,,9.116375,43.420625,,,,,,0.4,0.4,6.8,19.592352923224958,
AS14.20,2014-03-27,0.05700000000000001,13.866363636363637,23.010799999999996,8.874400000000001,,208.24033333333333,,11.44537142857143,13.19347368421053,,,,,,0.25,0.75,7.0,18.280964297907698,
AS14.20,2014-03-28,0.02380952380952381,10.613299999999999,14.816555555555558,,,,,8.027,36.275053080143536,,,,,,0.5,0.0,6.25,27.091294106315186,
AS14.20,2014-03-29,0.13813915857605177,12.943999999999999,4.226,,,,,9.713857142857146,32.51561622807017,,,,,1.0,1.0,1.0,7.4,17.41476922768813,
AS14.20,2014-03-30,0.3802083333333333,7.410666666666668,18.586444444444442,,,,,11.95295238095238,40.93275,,4.8260000000000005,,,1.0,1.0,1.0,7.5,46.35209094394343,1.0
AS14.20,2014-03-31,0.0125,12.468012962962964,5.17725,,,,,11.811464285714285,59.93122499999999,,,,,1.0,0.8,0.8,7.0,5.1784999370574925,1.0
AS14.20,2014-04-01,0.0,19.169999999999998,14.085254010840108,,,,,13.263380952380952,64.22301666666665,,,,,1.0,0.0,0.0,6.25,29.6319999694824,1.0
AS14.20,2014-04-02,0.06712962962962966,10.250777777777778,23.855600000000003,24.118,,,,18.118,78.9297,46.717000000000006,,,,1.0,0.0,0.25,6.5,36.80257694537826,
AS14.20,2014-04-03,0.05502297410192151,14.419333333333332,14.885985121951222,17.312833333333334,,,,11.387,87.02793333333334,,,,,1.0,0.3333333333333333,0.3333333333333333,6.666666666666667,18.217666625976566,
AS14.20,2014-04-04,0.01574074074074075,8.742199999999999,18.5809756097561,17.312833333333334,9.424875,,,13.834666666666665,72.8066,,,,,1.0,0.75,0.5,7.0,30.19161997795105,
AS14.20,2014-04-05,0.09056023599628252,6.397294117647058,11.815125000000002,13.7375,,140.86233333333334,,6.412333333333334,68.95996,,,,,1.0,0.4,0.8,7.0,8.83714286486307,
AS14.20,2014-04-06,0.06022714082246478,6.417166666666665,15.000975,14.083,,209.096,,13.436375,109.3475,,,,,1.0,0.6,0.8,7.0,20.263978714638572,1.0
AS14.20,2014-04-07,0.029011707988980725,5.6873076923076935,27.451052631578943,15.203208333333333,,,,13.098375,79.692,,,,,,0.6,1.0,6.8,26.382000012831266,1.0
AS14.20,2014-04-08,0.003367003367003367,11.037333333333331,17.395636873457928,15.203208333333333,,,,19.957958333333334,4.024,,,,,,0.5,0.75,7.25,5.223249971866609,1.0
AS14.20,2014-04-09,0.069361289395536,10.516652173913043,20.24846153846154,12.327666666666666,,,,22.1115,50.380649999999996,,,,,,0.25,1.0,7.75,40.31503447993047,1.0
AS14.20,2014-04-10,0.02183641975308642,6.6425,23.281388888888888,20.664666666666665,,,,10.035,41.314125,,,,,,0.5,0.5,7.0,36.24027778042689,1.0
AS14.20,2014-04-11,0.05509259259259256,6.155777777777778,6.576818181818182,,,,,41.273,32.697360416666655,,,,,1.0,0.5,0.75,7.5,13.014230764829193,1.0
AS14.20,2014-04-12,0.04598055910316445,7.196437500000001,31.693962264150944,,24.846,202.188,,9.069888888888888,35.07066666666667,,,,,1.0,0.0,0.6,6.8,32.73498484943851,1.0
AS14.20,2014-04-13,0.0,6.2255,19.28972751889969,,,,,16.03197777777778,29.97963055555555,,,,,,0.0,0.6,6.8,5.01699995994568,1.0
AS14.20,2014-04-14,0.005,7.156529722222222,19.421617796677467,,,,,17.531222222222222,33.97586666666666,,,,,,0.0,0.2,6.8,17.999417778978465,1.0
AS14.20,2014-04-15,0.10694444444444444,6.948933333333334,15.60674074074074,24.137,,,,14.144,13.5541,,,,,,0.0,0.6,6.8,18.91167567227338,1.0
AS14.20,2014-04-16,0.004629629629629634,6.544633333333333,23.557705802469133,16.5935,,,,5.638,26.778399999999994,,,,,,0.4,0.6,7.2,5.64900004863739,1.0
AS14.20,2014-04-17,0.014580010632642209,9.255999999999998,23.80895,9.05,,248.4475,,9.847122807017543,53.30283333333333,,19.59,,,,-0.4,0.4,6.4,32.669615378746634,1.0
AS14.20,2014-04-18,0.006430041152263367,5.4614,19.221172814814814,15.99,,222.44875,,10.897342105263156,4.877666666666666,,11.3,,,,0.0,0.5,6.75,11.693374961614605,1.0
AS14.20,2014-04-19,0.0362707535121329,4.831333333333333,31.257426666666664,11.9165,,196.45,,9.815122807017543,35.379,,3.01,,,,0.0,1.0,7.5,36.13239437761441,1.0
AS14.20,2014-04-20,0.17375,10.69323076923077,11.775666666666666,11.966,,,,9.759368421052631,4.451,,,,,1.0,-0.4,0.6,7.6,14.048648149878888,1.0
AS14.20,2014-04-21,0.06042250233426703,15.495166666666668,13.65708,14.783,,,,14.048,39.023666666666664,,,,,1.0,0.2,0.8,7.4,24.815103481555806,1.0
AS14.20,2014-04-22,0.06755086480536511,9.358827350427351,17.12420480017567,16.1815,,,,11.422240350877193,32.87777777777777,,,,,1.0,0.0,0.0,6.4,25.951344164685697,1.0
AS14.20,2014-04-23,0.05416666666666672,4.077999999999999,10.1179,12.065,,,,12.05,41.575,,,,,1.0,-0.3333333333333333,0.3333333333333333,7.0,17.664277752240498,1.0
AS14.20,2014-04-24,0.036901960784313716,11.210833333333333,14.689242424242424,16.071,,,,5.7215,16.575,,,,,1.0,-0.2,0.4,7.0,42.244200038909916,1.0
AS14.20,2014-04-25,0.04379330553481038,9.8444,21.24791304347826,21.807,,,,15.532333333333334,60.263,,,,,1.0,0.5,0.25,7.0,20.803441187914675,1.0
AS14.20,2014-04-26,0.046111111111111096,7.940900000000001,33.0005,17.285566666666664,,,,15.078866666666665,38.342749999999995,,,,,,0.5,0.75,7.0,27.40172724290326,1.0
AS14.20,2014-04-27,0.01789285714285714,4.6657142857142855,10.55121875,18.590708333333332,,,,19.0805,58.3086,,59.635,,,,0.0,0.0,6.8,12.139113648371257,
AS14.20,2014-04-28,0.05668667466986795,5.656160000000001,13.375346938775511,18.413833333333333,,187.00233333333335,,23.009999999999998,36.274272727272724,,,,,,0.0,0.2,6.8,22.985076913466813,
AS14.20,2014-04-29,0.0034722222222222337,5.264666666666667,52.7385,18.071,,,,,65.926,,,,,,0.25,0.75,7.25,16.499333302179988,
AS14.20,2014-04-30,,,,,,,,,,,,,,,0.2,0.6,7.0,,
AS14.20,2014-05-01,,,,,,,,,,,,,,,0.2,0.4,7.0,,
AS14.20,2014-05-02,,,,,,,,,,,,,,,0.2,0.2,7.2,,
AS14.20,2014-05-03,,,,,,,,,,,,,,,0.0,0.5,6.75,,
AS14.20,2014-05-04,,,,,,,,,,,,,,,0.0,0.6666666666666666,7.333333333333333,,
AS14.20,2014-05-05,,,,,,,,,,,,,,,0.0,0.0,7.0,,
AS14.23,2014-03-22,0.3713608957795003,9.853583333333333,18.03166666666667,23.62885,,,,21.05157142857143,28.53385714285714,,37.73630769230769,,,1.0,0.0,1.0,7.0,37.78407341187154,1.0
AS14.23,2014-03-23,0.21799615246001347,6.602617021276595,26.40327391304348,23.83692,,,,16.6455,62.276474452554744,,27.8835,10.600999999999999,,1.0,-0.4,1.0,7.0,34.80174591502205,1.0
AS14.23,2014-03-24,0.3554132307808778,14.463280898876404,16.238863636363636,22.68975,,,,16.828666666666667,31.212749999999996,39.085,28.0964,3.016,,1.0,-0.2,-0.2,5.8,26.5259663918439,1.0
AS14.23,2014-03-25,0.2749540512858405,7.342752808988763,22.422918478260865,20.076809523809526,,,,16.84109090909091,34.708466319082376,45.098000000000006,32.120374999999996,,,1.0,-0.4,0.6,6.2,31.167204671435886,1.0
AS14.23,2014-03-26,0.40504885492795534,8.059683544303798,16.704281914893617,22.976142857142857,,44.9755,,15.143125000000001,36.417249999999996,22.086,21.33325,,,1.0,-0.25,1.25,7.0,23.971210799346103,1.0
AS14.23,2014-03-27,0.3562184343434343,8.330369565217392,19.746895522388055,17.964166666666664,,112.32060000000001,,10.310111111111112,15.102,42.16,25.900558333333333,,,1.0,0.75,1.25,7.0,23.928025309043587,
AS14.23,2014-03-28,0.40541208791208794,7.227428571428571,24.380358620689655,3.96225,,40.70875,,8.591333333333333,26.749577272727272,6.021,21.686278333333334,,,1.0,0.6,1.2,7.0,32.69677390015644,
AS14.23,2014-03-29,0.39717587768909013,10.828552238805969,20.32338497652582,14.945166666666667,,48.831239436619725,,10.224416666666668,24.294,14.029250000000001,20.67816666666667,,,1.0,0.25,1.5,7.25,35.578837837491726,
AS14.23,2014-03-30,0.4181943516042781,9.995113207547167,15.994,11.453764705882351,,41.472375,,12.930636363636363,32.669,29.239716269841267,27.2746,48.304,,1.0,0.0,1.2,7.0,27.43032652504591,
AS14.23,2014-03-31,0.383014657192235,8.808951807228915,22.58559192825112,19.971111111111114,,56.27883333333333,,13.855571428571427,25.265636363636364,34.179,7.025,24.634,,1.0,-0.25,1.5,7.5,37.15496058299623,
AS14.23,2014-04-01,0.5112974987974989,8.681576086956522,22.16584699453552,19.7,,25.2994,,7.130599999999999,18.291818181818186,59.922666666666665,14.162444444444445,35.176,,1.0,0.0,2.0,7.5,27.275605548752672,
AS14.23,2014-04-02,0.46934807020553965,7.633979591836736,22.949078534031415,8.609285714285715,,48.851600000000005,,17.781,17.259,19.126380952380952,9.618749999999999,11.045,,1.0,0.5,1.0,7.0,34.207034682951914,1.0
AS14.23,2014-04-03,0.3605606998977927,6.60172033898305,21.87970588235294,20.214222222222222,,63.327600000000004,,17.5475,25.3095,51.079,23.153333333333332,4.011,,1.0,0.5,1.0,7.0,29.35400000575817,1.0
AS14.23,2014-04-04,0.5438427062553628,9.671150000000003,23.146288288288286,9.7705,,33.67366666666667,,9.152,28.116,55.262,14.674921296296295,,,1.0,1.0,1.0,7.0,28.121386788926024,1.0
AS14.23,2014-04-05,0.3916318101453476,10.671333333333333,19.062412037037035,19.992083333333333,,32.538384615384615,,21.294625,29.758747222222222,41.107109788359786,6.7615,,,1.0,0.75,1.0,6.5,26.90934736603185,1.0
AS14.23,2014-04-06,0.3032808556039441,5.77755905511811,21.832829351535835,21.074343749999997,,12.542333333333332,,14.303999999999998,19.9814,23.923000000000002,11.766333333333334,,,1.0,0.0,0.6,7.0,26.264741765273797,1.0
AS14.23,2014-04-07,0.3823082263477411,8.73568493150685,18.402180555555557,19.29921428571429,,51.73842124542125,,8.5375,21.507583333333333,33.278777777777776,22.587166666666665,,,1.0,-0.25,0.25,5.75,32.629257424042954,1.0
AS14.23,2014-04-08,0.2301178804855275,9.247063492063491,19.92181756756757,8.946833333333332,,26.546999999999997,,12.998375,66.379,63.9735,21.288333333333334,7.28925,,1.0,0.2,0.6,6.6,30.592779527498994,1.0
AS14.23,2014-04-09,0.38173429134967607,14.701647058823529,23.724224880382778,19.331599999999998,,115.422,,12.48675,29.671000000000003,32.16948555555555,33.12734166666667,4.647625,,1.0,-0.4,1.2,7.2,33.56891257385087,1.0
AS14.23,2014-04-10,0.28412621329988913,10.420689655172415,25.572182389937105,15.8762,,89.70714285714287,,14.6715,74.29177777777778,34.23110694444444,40.50754166666667,2.006,,1.0,0.0,0.8,7.0,39.02139506516633,1.0
AS14.23,2014-04-11,0.345387364023241,6.281913461538461,19.663006622516555,14.29895,,40.9995,,10.502857142857142,12.1835,20.172149999999995,72.438,,,1.0,0.4,1.0,7.0,21.06978921446146,
AS14.23,2014-04-12,0.3283472785449071,8.750208333333333,17.777141592920355,16.241,,75.31375,,10.443562499999999,20.409285714285712,19.500000000000004,37.556875,,,1.0,-0.25,1.0,7.75,26.42673333088556,
AS14.23,2014-04-13,0.36259920634920634,9.609359999999999,21.289977011494255,19.644399999999997,,9.416,,11.190615384615382,10.827,33.08615666666667,48.66733333333334,,,1.0,0.6,1.0,7.2,29.226053732697686,
